ID,Created_at,Location,text
56,5/13/2011 1:55,42.21152 93.54974,Prayer is now a privilege  and praise is a holiday. To obey is heaven; to give to the cause of God is a banquet. -CHS
56,5/18/2011 1:55,42.21004 93.3049,decided to get back on some healthy tips this month. Dying young is overrated
56,5/13/2011 1:55,42.28818 93.37959,are yaar!! evry1 is teasing me n him now!!! n dats y my bff nt willing 2 'interrupt' wid me n him!!! grrrr!!!
56,5/17/2011 1:55,42.22508 93.33965,Suddenly my migraine is back!
56,5/19/2011 1:55,42.29791 93.22501,Prayer is now a privilege  and praise is a holiday. To obey is heaven; to give to the cause of God is a banquet. -CHS
56,5/8/2011 1:55,42.21034 93.38158,How Great is our God
56,5/8/2011 1:55,42.18321 93.44389,Dang is early af!
56,5/15/2011 1:55,42.23864 93.36161,Boredom is making me watch BBA..
56,5/9/2011 1:55,42.22479 93.28572,is out at dinner  missing How I Met Your Mother AGAIN. Watafak D:
56,5/8/2011 1:55,42.19943 93.4379,Finally starting to feel better.  A nice bath is in order!
56,5/3/2011 1:55,42.22331 93.35682,just realised MR OWL ATE MY METAL WORM  is exactly the same backwards :-0
56,5/11/2011 1:55,42.21093 93.34444,Ayy Dru Hill Is Truly Back ! This Song Jie Nice  Nd The Video Nice Too.!
57,5/5/2011 21:08,42.24012 93.33605,Comment of the day: 'Discmans? What is this? 1999?!'
57,5/2/2011 21:08,42.22832 93.49542,columbus is one of those citities where most of the women/men suffer from closeminded 'groupthink'
57,5/12/2011 21:08,42.23363 93.34164,There's no point of trying if no one else is...
57,5/3/2011 21:08,42.23393 93.20984,So why is one of my #EX(s) tryna come down here n I jus got up wit her on FB the other day..smh
57,5/2/2011 21:08,42.2466 93.44389,Media kit is coming along nicely! Hope to have a full version by the end of the week.
57,5/17/2011 21:08,42.27579 93.47744,mountain dew live wire is back! yes!
57,5/12/2011 21:08,42.22449 93.26895,What do you do when u met the love of ur life...than meet that person a week after... Nd than ur too scared to talk..nd than LOVE is gon
57,5/17/2011 21:08,42.23746 93.33006,ugh  my tummy is full
57,5/14/2011 21:09,42.17643 93.368,COLORSTRUCK is completely written and recorded  and being mixed as we speak. You can hear 7 tracks on our myspace page NOW :)
57,5/16/2011 21:09,42.28169 93.27135,I guess the lecturers have to stop telling those jokes... Helium is cute?!
57,4/30/2011 21:09,42.17761 93.25098,Watching Ricky Gervais' 'Extras'. Love it.  His 'agent' on the show is wonderfully punchable.
57,5/16/2011 21:09,42.29407 93.44549,Boondocks is about to come on but I gotta do the real L 2
57,5/19/2011 21:09,42.23923 93.32806,#ThingsUglyPeopleDo is to make themselves not ugly at all;p
60,5/9/2011 22:08,42.21417 93.20025,Love is like playing the piano. First you must learn to play by the rules  then you must forget the rules and play from your heart.
60,5/10/2011 22:08,42.20385 93.53895,FRED IS GETTING HIS OWN MOVIE ON NICK?! LAME.. lol
60,5/4/2011 22:08,42.27727 93.40635,For by grace you are saved through #faith  and that not of yourselves  it is the gift of #God not of works  lest anyone should boast.
60,5/15/2011 22:08,42.23687 93.33605,Seriously...Fred is getting a movie on Nick? DUMB!!!
60,5/3/2011 22:08,42.2696 93.4411,ughh my headd is killin meeee....
60,5/10/2011 22:08,42.21211 93.39277,Ma Twitter Kinda Proves That Everyone In Sac Is A Ho
60,5/4/2011 22:08,42.16994 93.40834,nothing is happening on twitter so im off to bed (i can almost bet that evry1 im following in the usa is gunna tweet now &gt;.&lt;) nigh
60,5/2/2011 22:08,42.21506 93.35402,I mean  EVERYONE has my real name. Go look it up. Go search it. How is anyone supposed to find ME?
60,5/6/2011 22:08,42.218 93.37439,Is So tired i could fall asleep standing up!
60,5/11/2011 22:08,42.23894 93.47904,I can't believe its August already! The young don dada is 6 months today!!!
60,5/7/2011 22:08,42.22184 93.35682,AT&T Park is sunny and great!
60,5/9/2011 22:08,42.20326 93.3692,That is ridiculous... someone wants that baby.. some ppl can't have kids!
60,5/12/2011 22:08,42.24012 93.34683,I'm going to try and watch the end of POTC: Dead Man's Chest before I fall asleep. It really is better than I remember.
60,5/18/2011 22:08,42.29496 93.30689,I'm not dead so HE is not done!
61,5/18/2011 18:10,42.21535 93.3732,oh the suffering.... Isabella has caught a cold
61,5/3/2011 6:48,42.24749 93.44389,Finally twitter is working again. But wat was up wiff da caterpiller and icecream cone? Ahaha
61,5/3/2011 6:48,42.23982 93.35482,Av got a feelin dat evrythin is gonna work out well...
61,5/14/2011 6:48,42.20621 93.26096,And 4 those that don't know kanye west's over nite celebrity is a sample of lenny williams I love you
61,5/13/2011 6:48,42.25751 93.48783,Joun favoriete eten is?
61,5/19/2011 6:48,42.2068 93.34923,JodelleFerlandFact; her second name is 'Micah' - Jodelle Micah Ferland.
61,5/2/2011 6:49,42.20326 93.39716,Heh.. Rabbi Shergil says 'Work is a load of Bull..  invented by Humans' ...Oh yeah..anything for that Swede's life..
61,5/11/2011 6:49,42.21211 93.32527,The art of dining well is no slight art  the pleasure not a slight pleasure.
61,5/5/2011 6:49,42.23481 93.34723,Yeay ! now mine is 777 tweets ! (this is 778) :) :)
61,5/15/2011 6:49,42.21181 93.2318,It is now: Sunday the 1st of August  2:45 pm
61,5/5/2011 6:49,42.22832 93.35562,God loves you because of who God is  not because of anything you did or didn't do. (:
61,5/20/2011 6:49,42.26901 93.3712,#Inception is still trending. I definitely gotta go see this soon
61,4/30/2011 6:49,42.24837 93.42272,So catching up with tweets - WHY is Nick Johnson still in the dugout?!?! We have Berkman now...I don't need to keep seeing his face.
65,5/20/2011 15:49,42.21777 93.35719,I have the flu hey tweeps
65,5/12/2011 1:00,42.21594 93.32846,You learn that in order to solve a crisis or help a people  you have to behave as one of them. (Ahmet Davutoglu)
65,4/30/2011 1:01,42.20916 93.34364,#NowPlaying Identity Crisis/CaYOCO
65,5/18/2011 14:22,42.22195 93.35762,these chills has me wishing I was somewhere else and cya tweeps
65,4/30/2011 23:39,42.27815 93.41354,#dontyoujusthateitwhen people are not Calling 1-888-90-STAND to donate and #StandUp2Cancer !
65,5/7/2011 23:40,42.2581 93.40155,#dontyoujusthateitwhen your getting married to Adriana Lima ....and then you wake up
65,5/19/2011 14:20,42.22195 93.35762,today has just been terrible this a runny nose has me wishing I was somewhere else
65,5/7/2011 20:06,42.17024 93.47265,Um  the 3rd fire alarm for today. Happened during a lunch. It was 2 short - only 20 seconds.
65,5/6/2011 20:06,42.18911 93.55812,not to try and force my music on anyone  but arcade fire's new cd is an amazing thing to drive to.
65,5/18/2011 18:55,42.22579 93.33477,just wanna go to sleep I am bedridden
65,5/9/2011 11:41,42.23334 93.34564,Don't do it. No Democrat references here. You know you want to. #ldsconf
65,5/13/2011 11:41,42.19206 93.3732,The Judeo-Christian tradition gives the whole of society light and truth that is critical to democracy. #ldsconf
65,5/19/2011 19:13,42.22579 93.33477,hurts to move this fever has me wishing I was somewhere else
65,5/10/2011 7:11,42.26577 93.51938,People jammin out to music on headphones  is fun to watch...
65,5/5/2011 7:12,42.18557 93.21743,Nothing much fighting sleep and listening to music!
66,5/19/2011 10:32,42.17531 93.5059,this ab pain is making me crazy tummy hurts so much
66,5/20/2011 15:00,42.2239 93.3736,Y r fire crackers going off now ...they r a month late
66,5/14/2011 15:00,42.26901 93.49022,ayyy i love all my followers i was in #twitterjail for like 10 mines messaged spreaded like wild fire #fistpump
66,5/4/2011 15:00,42.27226 93.42951,Two grass fires and a house fire. It's been a hot and long day!
66,5/3/2011 15:00,42.19412 93.26296,#dearFutureHusband early morning sessions will b on fire!....wifey has 2 get her job done b4 we go 2 work
66,5/9/2011 15:00,42.23894 93.35243,I. Don't!!! ..even know why ppl test me ...then when I demolish they ass ...they wonna get soft lmao!! Don't play with my fire lmao
66,5/16/2011 15:00,42.23599 93.36321,Nice Arcade Fire interview.
66,5/20/2011 4:54,42.17531 93.5059,this bad diarrhea is making me crazy going to try to nap
66,5/9/2011 0:56,42.21977 93.37,Bumpers e o cabo VGA para #iPad e #iPhone4 vou esperar um pouco para comprar.
66,5/6/2011 0:56,42.23334 93.35362,definately needs the iPhone4 immediately
66,5/18/2011 0:56,42.22213 93.3688,The #iPhone4 advert makes me all warm inside.
66,4/30/2011 0:57,42.2466 93.35123,#iphone4 is definitely a pretty good hand warmer.
66,5/6/2011 0:57,42.27167 93.33126,Not buying iPhone4  can't live with a broken phone I think. Also  ios4 on 3G is frustratingly slow and is starting to make me hate my ph
66,5/14/2011 0:57,42.24719 93.33805,Nutzt jemand mit #iPhone4 #Echofon? Funktioniert bei Euch die Push-Funktion?
68,5/20/2011 22:27,42.22186 93.3639,this atrocious cough is killing me i dont think today could possibly get worse
68,5/14/2011 15:35,42.22302 93.36281,f;jaslfksdhlkfjcnbdsjlkjnsadcbljhsdkfnc bkjhlsjadfbnvsdkl;jabfknlcs jd;kslfmscn kdjnfckj;ldnfbckjndsjkf;iehfeowijsdhnfcoldjnbavdskljncjk
68,5/11/2011 15:35,42.20798 93.34444,Wait dld u know I was the streets??? Ok now SHUT UP!
68,5/18/2011 15:49,42.20503 93.26056,this headache is ruining my social life wow this blows...
68,5/7/2011 22:34,42.29997 93.49901,#dontyoujusthateitwhen bytchs say dey badd && dey a 3 on a scale of 1-10
68,4/30/2011 23:28,42.17673 93.48503,#dontyoujusthateitwhen you have flipped a million channels only to find theres still nothing on tv?
68,5/19/2011 10:20,42.20503 93.26056,this problems breathing right now is making me crazy and need to go to the doctor's office today
68,5/9/2011 16:53,42.21211 93.39476,If you put a CD in the microwave it sparks and actually makes a really sweet design on the CD. Having a fire extinguisher can't hurt.
68,5/1/2011 16:08,42.22567 93.20385,Haha it was awsome when they set the fire alarm off xx lol
68,5/18/2011 20:38,42.22601 93.34561,want this cold to go away this headache makes me feel like crap
68,5/11/2011 21:09,42.24719 93.32407,to saindo amores   vou pra rua ver o pessoal . um beeeeeeijo :*
68,5/9/2011 21:09,42.24159 93.45148,kra  eu kero copa de novo o/
68,5/20/2011 6:18,42.22601 93.34561,this problems breathing right now cant get any worse tonight blows
68,5/7/2011 19:45,42.20474 93.39636,time to take my nap before dance practice
68,5/8/2011 19:45,42.25044 93.21902,tears make my life a dreary
69,5/20/2011 10:56,42.25664 93.47967,this fever is out of control and today blows
69,5/17/2011 0:28,42.20621 93.34604,Now pouring 21st Amendment Hop Crisis Imperial IPA
69,5/2/2011 0:29,42.22449 93.19626,Zero protection against speculative trading of infrastructure critical commodities  EU economic crisis  G-172 humanitarian emergency dee
69,5/18/2011 10:21,42.21909 93.35761,this headache is killing me and well my day is totally ruined
69,5/13/2011 17:41,42.2699 93.24618,#dontyoujusthateitwhen people sends u chainletters saying that if u dont send this to 25 people a whitelady will visit u blah blah blah
69,5/2/2011 17:41,42.29879 93.24538,#dontyoujusthateitwhen you ask a question and it gets ignored. smh.
69,5/19/2011 9:47,42.21909 93.35761,this flu is making me crazy getta pass out
69,5/14/2011 20:57,42.23776 93.35842,Police say no cost estimates yet in Butler Street fire. Firefighters still on scene.
69,5/17/2011 20:57,42.19589 93.32646,Backbeat the word was on the street that the fire in your heart was outt.
69,5/18/2011 22:54,42.22318 93.39792,I hope this doesn't turn into something worse... I am unwell
69,5/10/2011 14:46,42.20857 93.36521,Thank the Lord thy God in all things. His wrath kindled against those who do not give thanks. #prophet #Monson #ldsconf
69,5/6/2011 14:46,42.29761 93.47385,We can lift ourselves and others when we refuse negative thoughts and express gratitude. #ldsconf
69,5/19/2011 19:55,42.22318 93.39792,not gonna be a fun night this fever had me down for the count
69,5/4/2011 11:46,42.22302 93.33565,Ughhh come on Buckle tell me if I'm hired D: also I don't have butter for my popcorn D:
69,5/1/2011 11:46,42.23687 93.36481,My hair is getting static n standin up :(
70,5/19/2011 20:33,42.26371 93.41034,Kayla is of declining health Watching the sickly can be so depressing
70,4/30/2011 14:09,42.23805 93.33046,You cannot dream yourself into a character: you must hammer and forge yourself into one. Henry D. Thoreau
70,5/20/2011 14:09,42.2127 93.35642,One love is all I need in this life
70,5/10/2011 14:09,42.26282 93.45827,Good morning peeps hope you enjoy your day! Its gonna be a great one!!
70,5/1/2011 14:09,42.23186 93.33605,the number one question everyone has..
70,5/13/2011 14:09,42.19854 93.4415,Sort of painted one wall and a bit. Sadly now need to buy more paint.
70,5/13/2011 14:09,42.2581 93.4371,i uploaded the wrong one. -.-
70,5/20/2011 10:11,42.25398 93.54374,hope they get well soon. Mackenzie has caught a case of the chills
70,5/13/2011 19:34,42.17673 93.43031,writing a resume is hard and i hate it the end
70,5/10/2011 19:35,42.24572 93.5066,curry puff and hotdog is a must
70,5/17/2011 19:35,42.22272 93.39237,I JUST WOKE UP! And its like the world is coming to a freaking end!
70,5/4/2011 19:35,42.20945 93.56132,Net wakker... Ff peuk roken in der tuin dan maar is aan me dag beginnen... Bijna op vakantieeee :))))))))
70,5/6/2011 19:35,42.23599 93.36241,It is 10:54 CET now
70,5/7/2011 19:35,42.26872 93.45947,#NP : Mint Condition After the Love is Gone
72,5/16/2011 16:37,42.23157 93.34084,this convention filled with comic is awesome and would have been better off at home all day
72,5/10/2011 22:30,42.25545 93.52218,Ciao  Mom
72,5/2/2011 16:38,42.2469 93.34084,A Reality TV Head Count
72,5/2/2011 16:22,42.264 93.20385,STAGE RIGHT | NOV. 22-28
72,5/20/2011 17:01,42.1956 93.25617,Benchmarks In Wartime: As Reliable As Promises
72,5/12/2011 15:54,42.21918 93.47864,The Manly Art of Museum Curating
72,5/7/2011 16:47,42.25221 93.41953,GRIST; The Wild Boar Is Multiplying And Less Lovable
72,5/18/2011 20:43,42.25191 93.31169,A Pregnant Pause
72,5/15/2011 14:43,42.28582 93.27294,Laugh Lines
72,5/20/2011 20:58,42.22331 93.34524,A Pregnant Pause
72,5/5/2011 19:33,42.18881 93.53096,'The Death of Uncool'
72,5/17/2011 21:54,42.22508 93.32327,I.Q.'s Well Below 911
72,5/3/2011 19:19,42.23304 93.35243,What Killed F.D.R.?
72,4/30/2011 16:39,42.21535 93.39317,'How Many More Casinos Does Vegas Need?'
73,5/20/2011 22:49,42.26547 93.49262,Benjamin has the flu oh the suffering...
73,5/11/2011 5:27,42.25486 93.53616,BarackObama The folks in the Gulf are still suffering oil spill  Mr President   you seem to continue to Blame others & point out victims
73,5/16/2011 5:28,42.28818 93.33605,sick of hearing bout the Oil Spill now like cos blaming BP when its actually run by & most of it is owned by Americans is hypocritical l
73,5/4/2011 5:28,42.2012 93.42831,If I see another bit of VT with an oily pelkican  I shall scream! The oil spill has killed just over 900. Let the BBC in fo a proper loo
73,5/4/2011 5:28,42.21329 93.39676,Just had a near bad spill on the vespa...my fault...an excellent reminder to slow down....ommmm.
73,5/13/2011 5:28,42.22361 93.22461,BarackObama The folks in the Gulf are still suffering oil spill  Mr President   How about Blowing the Pipe up Below the ocean floor . .
73,5/16/2011 5:28,42.1782 93.38238,Para petinggi negara ini sangat bodoh! Oil spill di teluk mexico aja cuma 3 bulan udah ketutup  ini lumpur sidoarjo 4 taun GA ada hasiln
73,5/3/2011 5:28,42.22066 93.34244,Predicting a Hurricain of Fire due to BP oil spill!
73,5/7/2011 5:28,42.1956 93.31049,the bigger the cup the more space the spill will cover....
73,5/18/2011 5:28,42.22862 93.5082,Lololololol now china has an oil spill...craziness!
73,5/1/2011 5:28,42.21506 93.23939,the oil spill is pissin me off because im payin them gas money to do nothing it it
73,5/1/2011 5:28,42.2298 93.55453,IS THE OIL SPILL FIXED YET.!! NO LAGEITLY IS IT?? PFFT....
73,5/11/2011 5:28,42.20768 93.37879,Montana Oil Spill
73,5/12/2011 5:28,42.241 93.32567,ok everyone is saying the Gulf TT is about the oil spill... what if the people of twitter really enjoy gulf the game.... its possible!
75,5/19/2011 11:12,42.23334 93.35642,One more thing. Lisa Simpson is trending. She was supposed to be getting 'married' today? Who cares  she's 10. Lea Michele should trend
75,5/8/2011 11:12,42.21329 93.35762,Miley is on my account :O lmao
75,5/19/2011 11:12,42.27402 93.40515,I hate having to play with one in-ear out..now my left ear is ringing pretty bad!
75,5/16/2011 11:13,42.21535 93.3716,Okay  the person who guesses what color my llama is.. gets a cookie :D
75,5/13/2011 11:13,42.25751 93.53935,is the voting site not opening for anyone else?
75,4/30/2011 11:13,42.21034 93.34444,&lt;----- she is starving like Marvin  girlll
75,5/18/2011 11:13,42.24218 93.32607,I want to get a real tattoo. Please tell me this is a bad idea!
75,5/5/2011 11:13,42.20474 93.27734,In this biz of entertainment. Loyalty is a must  remember I'm very loyal to my ppl
75,5/18/2011 11:14,42.22714 93.3724,Im not going to sleep until this is over..
75,4/30/2011 11:14,42.29172 93.49262,THIS IS HOW I LOOK AT THE WORD NETWORK  NET-MONEY BEFORE TAXES WORK-MONEY YOU GONNA GET IN GROSS INCOME  HA LETS NETWORK
75,5/13/2011 11:15,42.25781 93.42272,o: I just realized that the word 'short' is longer than the word 'long'.  xD
76,5/18/2011 3:24,42.22862 93.35402,John has come down with a cold just want them to feel better
76,5/10/2011 13:41,42.21535 93.32327,and the first thing I think is .. what did I break :D
76,5/8/2011 13:41,42.2525 93.51818,KRY concert is trending at no. 1 ? YAY ! :D
76,5/10/2011 13:41,42.24808 93.49102,Yay  we're on for the final of the #u20wwc! - Hehe  I love that Steffi Jones is a head taller than Sepp Blatter. :D
76,5/3/2011 13:41,42.28464 93.47505,PEX: Kendrick & Dane story Episode 9 part 1 is already posted..thanks jammie! I sooo love it..
76,5/13/2011 13:41,42.23746 93.35602,alonso just has no answer for webber he is flying
76,5/2/2011 13:41,42.2124 93.35562,Demi Lovato's voice is amazing!
76,5/10/2011 13:41,42.22066 93.27494,Is everything wordpress down or is it just me?
76,5/4/2011 13:41,42.23127 93.24339,Twitter is finally working on my phone again. Too many tweets to catch up on! Omg! Haha
76,5/7/2011 13:42,42.22361 93.34364,sleep is so lovely. why dont i do this more often.. #morning!
76,5/19/2011 13:42,42.18911 93.39077,Yesterday is history. Tomorrow is a mystery. And today? Today is a gift from god  that's why we call it the present.
76,5/18/2011 13:42,42.26341 93.55772,so ur da shyt is dat wat ur tryna tell me? lol #weak
76,5/20/2011 13:42,42.20945 93.3732,is tired and sleepy. zzz
76,5/9/2011 13:42,42.28199 93.24379,well my fam has disowned me they pact up and went to scotland im thinkin i could housesit or throw a party but it is a sunday
77,5/7/2011 12:47,42.21114 93.33417,in trinidad and tobago we have carnival its the biggest Music Festival in the country stars even fly in to take part its lots of fun wit
77,5/8/2011 22:53,42.23923 93.36281,Did you know we have those nice Chevy Aveos in our fleet as Economy cars?  So cute!
77,5/8/2011 22:53,42.21152 93.39317,Oh how I love being in unairconditioned cars during the hottest part of the day.
77,5/9/2011 22:53,42.20916 93.32607,Traffic and a driver with no sense of when to stop before hitting the cars!
77,5/20/2011 22:53,42.25722 93.4391,And get gas. For some reason  Oliver's had terrible gas mileage this week. Maybe I just fail at filling cars?
77,5/9/2011 22:53,42.23982 93.32966,S40 Volvo anybody now anything about these cars  I might get one?
77,5/17/2011 22:53,42.23953 93.55772,Nice 'wedding Cars' photos
77,5/10/2011 22:53,42.27491 93.37439,sold cars...retail music store  insurance (nothing works when you are a musician)
77,5/12/2011 22:53,42.23098 93.36361,LMAO my brother jus said we can go chase parked cars
77,5/5/2011 22:54,42.25014 93.48303,I love how all the vintage cars fill the streets of port perry in the summer.
77,5/10/2011 22:54,42.241 93.34883,Every time Gary Numan's 'Cars' comes on  I do 'The Robot'. I bet most of you do too.
77,5/12/2011 22:54,42.22921 93.35482, when she smiLes
77,5/19/2011 22:54,42.19442 93.52417,well its clear Nigel Carr wasn't at the south beach party... he wouldn't have needed to rob all those cars!
79,5/19/2011 3:33,42.21447 93.38678,Max is sick just want them to feel better
79,5/14/2011 7:32,42.25368 93.55613,#meumelhoramigo me contando o que ele ganhou de presente de Natal kkk ;D e eu nao ganhei nenhum! :( aiinda nao ganhei! kkk ;p
79,5/16/2011 7:32,42.26724 93.48064, jornaleiro passando! sinto falta do galo cantando :S comeram ele na ceia de natal? trist fim! :/   kkkkkkkkkkkkkkkkk fuuui ;*'
79,5/4/2011 7:32,42.23127 93.24978,tem gente que devia ter pedido um pouco de virtude de natal :/
79,5/8/2011 7:32,42.20798 93.35083,Contoh leman iman: lihat pohon natal di mal sudah ketakutan & khawatir berlebihan ada kristenisasi :)
79,5/6/2011 7:32,42.21889 93.35762,Adeus povo pobre que nao teve um natal digno e por falta de verba nao viajaram e tiveram que ficar em ksa comendo um frango assado com s
79,5/12/2011 7:32,42.22243 93.35442,af mano kkkkkkk eu sao mt mt mt feia nas fotos do natal. meucu pra elas viu
79,5/20/2011 21:18,42.22744 93.38757,Sam has come down with a the flu can't stand this
79,5/15/2011 13:13,42.1894 93.35882,14% battery & my charger is still outside in the car..
79,5/8/2011 13:13,42.23245 93.54654,just felt 'au-gust' of wind on the back of my neck  a sign that summer is waning.
79,5/5/2011 13:13,42.27019 93.48863,'what is this?' NOT 'wa iii dis' wtf
79,5/20/2011 13:13,42.24778 93.52617,DEAD UP WTF IS #happyfriendshipday
79,5/1/2011 13:14,42.25604 93.44589,haha.~ im craving for kfc's chicken. m'sia one is the best. but sadly  im in singapore:(
84,5/9/2011 19:34,42.21063 93.38358,Life is like twitter. You do good  people follow. You do bad  people leave.  #TMO
84,5/5/2011 19:34,42.27167 93.55453,Is that what i think it is.... Fried Chicken Flu...... &gt;.&gt;
84,4/30/2011 19:34,42.21034 93.34404,im also excited for..... HASH!! My lover is going to make some  im gonna help out so i can learn a thing or 2
84,5/13/2011 19:34,42.24277 93.33965,Soooooo...the next episode of #FamilyGuy expires in 2 hours and a new one will be up............THE TEMPTATION IS SO GREAT. LOL
84,5/2/2011 19:34,42.2413 93.46107,best thing abt my Sundays is I gt 2 listen 2 my kids tell me  in their own special ways  who Jesus is 2 them n hw much luv they hav 4 Hi
84,5/8/2011 19:34,42.22714 93.33046,#oneofurfollowers is broke bcuz she's a full time college student that gets what she needs from her parents and man :)
84,5/8/2011 19:34,42.29054 93.54534,Hannibell Lee is rocking my socks off.
84,5/3/2011 19:34,42.22449 93.39556,The whole problem with the world is that fools and fanatics are always so certain of themselves  but wiser people so full of doubts.
84,5/4/2011 19:34,42.21034 93.34124,#np is it a crime by sade....wooow *presses repeat*
84,5/7/2011 19:34,42.22154 93.33246,Right knee is aching a bit this morning but the rest of the legs seem ok - haven't tackled many stairs yet so that could change!
84,5/6/2011 19:35,42.21447 93.3696,#thingsuglypeopledo is also trending... LMAO
84,5/14/2011 19:35,42.21918 93.3716,The Gates is my new favorite show of all time
84,5/15/2011 19:35,42.20533 93.37879,what's happening is that I am forming part of Tweeter!
87,5/19/2011 18:31,42.29054 93.27334,Shorty if you only knew  this is serious.
87,5/13/2011 18:40,42.28818 93.33246,Jon bones jones 84.5 inch reach is just plain not human!!!!   Let's go bones!!!
87,5/15/2011 18:49,42.2696 93.22541,That face is tight
87,5/7/2011 18:51,42.18999 93.40315,for me #naturalhair is a movement. can't say the same for all nappies. 4 me part of lifestyle change was going natural.
87,5/13/2011 19:51,42.22449 93.34004,this is not a game...well not for you! Ha
87,5/18/2011 19:55,42.27815 93.34084,She is hot. Wearing short shorts  nice decollate.beautiful blonde with absolutely amazing boobs.
87,5/19/2011 20:00,42.21122 93.35083,#confession she makes me so happy even tho all we ever do is argue
87,5/8/2011 20:01,42.1782 93.33206,my favorite TV show is coming up soon  i love the craziness #badgirlsclub
87,5/5/2011 20:12,42.29968 93.3724,Is on ISO certification meeting
87,5/7/2011 20:14,42.28464 93.26136,There is a fine line between being hungry  and just bored.
87,5/10/2011 20:32,42.1726 93.46306,i am a huge fan of wale because he is real and humble
87,5/13/2011 20:40,42.22184 93.21343,Why is Walgreens selling Duane Reade brand brownie bites??
87,5/19/2011 21:09,42.29142 93.38358,The end of love and basketball is my favorite part of the whole movie.
87,5/12/2011 21:57,42.29054 93.42792,bduritsky: is now exploring the heavens with Distant Suns 3 for the iPhone/iPod-touch
89,5/4/2011 16:43,42.27167 93.53975,Writing with pen. I like pen. Pen is good.
89,5/17/2011 16:44,42.20651 93.35163,so The Invention of Lying is a crazy movie... a lil weird
89,5/5/2011 16:44,42.22508 93.38198,boa this song is super catchy do you want to get married
89,5/12/2011 16:44,42.2752 93.43471,Y is he upset. He did a face plant
89,5/17/2011 16:44,42.18233 93.30649,Purple kiss is still the ish
89,5/20/2011 16:44,42.24631 93.34324,Letting go of something is hard. Letting go of someone is almost impossible.
89,5/4/2011 16:44,42.2867 93.45308,I just realized the dad is from the car insurance commercials
89,5/9/2011 16:44,42.21741 93.35442,I suppose  though  drawing violent  depressing art is a much better coping mechanism than  say  cutting oneself. Or drugs. Much better.
89,5/3/2011 16:44,42.23805 93.36241,soms tript #TD en me #UT doowd en twitter voor blackberry is gaar ;s
89,5/5/2011 16:44,42.18351 93.56491,Why is CC still trending?
89,5/17/2011 16:46,42.1841 93.55133,#thingsuglypeopledo every picture is a :-* face because they don't look right without it. Lmao
89,5/20/2011 16:46,42.23393 93.45707,What is wrong with this chick?
89,5/8/2011 16:46,42.27255 93.48903,it is always a pleasure 2get emails  direct messages and new twitts on my twitter  awww thnk u keep em comin!!!
89,5/7/2011 16:46,42.2811 93.31928,Inception is the best movie ever!!
92,5/19/2011 7:18,42.29879 93.31009,oh the suffering.... Daniel is of declining health
92,4/30/2011 21:40,42.20444 93.38917,Location service is currently unavaible.
92,5/16/2011 21:40,42.23805 93.29691,#NewTwitter UI is OK. I still dont see a reason why I should use Twitter web interface..and keep wondering how these guys will make mone
92,5/16/2011 21:40,42.24572 93.25817,'ve tried #newtwitter  very annoying still unable to retweet  immediately close the twitter  whahahaha do not be angry tweeps.... becand
92,5/10/2011 21:40,42.17112 93.48423,Im so excited with the #newtwitter
92,5/19/2011 21:40,42.21358 93.39476,buenas nochesitas #newtwitter
92,5/20/2011 21:40,42.23157 93.34963,:O Just Got The #NewTwitter :/ I Dont Like It :'( Im Swapping It Back Now :D
92,5/17/2011 21:41,42.2068 93.35562,Just realised I've missed the release of #newtwitter completely. That's cos I never used the old one because it was so crap! Go Tweetdec
92,5/20/2011 21:41,42.23363 93.25018,newtwitter doesn't appear   yet -_- bale222 mi sede' hadi
92,5/14/2011 21:41,42.27285 93.55812,#Newtwitter is awesome....well done
92,5/6/2011 21:41,42.24012 93.33725,Wuts #newtwitter ??
92,5/20/2011 21:41,42.22596 93.34524,so when does this #newtwitter come out ? lmfao
92,5/18/2011 21:41,42.20326 93.35163,i want to try the #newtwitter.
92,5/7/2011 21:41,42.17967 93.38718,Twitter is so stable now that any whales out there are looking for new jobs
95,5/20/2011 21:02,42.2068 93.3704,Yes  time is slipping away far too fast for my taste. #summer
95,5/18/2011 21:03,42.16346 93.47265,Be honest ladies  if you suddenly became a guy the 1st thing you'd do is run to the bathroom to see what it's like to pee with authority
95,5/13/2011 21:03,42.17466 93.54414,Gerard Butler is Cute
95,5/13/2011 21:03,42.27638 93.29092,Move on.that chapter is over.but don't close the book just turn the page *smiling*
95,5/3/2011 21:03,42.17319 93.4407,#sherlock the whole 'good cop / artistic cop' thing is kind of fun.
95,4/30/2011 21:03,42.22538 93.37,I kno this is not wat I typically want. Imma go getta & I work hard fo mine. But I need a hero to come save me from my life. #TakeMeAway
95,5/18/2011 21:03,42.20798 93.35362,where is my shout out for being a good boy? LOL! the system is down anyways ;-(
95,5/4/2011 21:03,42.24189 93.34604,multi talented is one way be a great designer .
95,4/30/2011 21:03,42.21624 93.34044,Dit beschrijft de tristesse van Geleen-Lutterade misschien het best: de zonnebankstudio alhier is tevens een 'entertainmentclub'.
95,5/3/2011 21:03,42.2127 93.35243,this is my new twitter account
95,5/13/2011 21:03,42.21565 93.34644,This lady is having a pirate themed wedding ...hmm watching David Tutera :) love him
95,5/10/2011 21:03,42.21181 93.38478,And this is only day 1! #killmenow
95,5/12/2011 21:03,42.22361 93.39556,oeh denise is 13O8'1O al terug hoor ik net. :D jottem
